CustomerID,user_total_orders,user_total_pur,maximum_figure,minimum_figure,mean_figure,median_figure,total_pur_figure,refund_rate,special_var,refund_figure_rate,recent_pur_gap,pur_gap,mean_pur,max_pur,pur_type,Country
16218,8,90,116.0,-13.16,33.943,20.8,3054.87,0.07142857142857142,39.165,-0.009758189382854263,20,343,259.625,572,56,35
14045,4,6,408.0,132.0,276.625,275.4,1659.75,0.0,276.625,0.0,100,264,133.75,212,4,35
14307,6,180,50.849999999999994,5.04,16.642888888888887,15.059999999999999,2995.72,0.0,16.642888888888887,0.0,79,284,343.0,558,150,35
17908,1,58,19.049999999999997,0.42,4.19448275862069,2.95,243.28,0.0,4.19448275862069,0.0,364,0,173.0,173,51,35
17920,15,573,76.5,0.12,6.4799825479930195,3.75,3713.03,0.0,6.4799825479930195,0.0,2,361,147.6,560,338,35
12838,2,123,35.400000000000006,0.42,5.55390243902439,4.15,683.13,0.0,5.55390243902439,0.0,24,340,179.5,228,115,35
13255,2,13,90.0,14.95,30.73153846153846,23.4,399.51,0.0,30.73153846153846,0.0,0,364,88.5,110,13,35
16583,1,14,20.4,14.850000000000001,16.675,16.15,233.45,0.0,16.675,0.0,364,0,111.0,111,14,35
18085,2,29,79.2,7.800000000000001,23.79137931034483,15.0,689.95,0.0,23.79137931034483,0.0,321,43,132.5,187,25,35
13758,7,117,102.0,0.42,27.26965811965812,20.16,3190.55,0.0,27.26965811965812,0.0,2,361,263.42857142857144,832,104,35
13694,57,562,622.5,-420.0,105.91092526690392,88.80000000000001,59521.94,0.031192660550458717,112.73094696969697,-0.0400947952973307,16,348,1041.4561403508771,9811,352,35
15983,4,113,91.8,0.84,13.053274336283186,7.8,1475.02,0.0,13.053274336283186,0.0,13,351,223.0,329,82,35
14849,28,392,175.2,-10.2,20.163979591836735,16.5,7904.28,0.010309278350515464,20.584062499999998,-0.0033222507299842615,12,351,202.0,573,159,35
17968,1,85,13.52,0.29,3.2629411764705885,2.1,277.35,0.0,3.2629411764705885,0.0,364,0,160.0,160,74,35
16210,17,111,1627.2,6.72,157.53963963963966,30.0,17486.9,0.0,157.53963963963966,0.0,0,363,382.52941176470586,1070,70,35
17897,4,115,79.9,-25.5,4.705217391304348,3.3,541.1,0.008771929824561403,4.788495575221239,-0.04712622435778969,163,200,55.75,84,100,35
17377,21,419,153.0,-175.0,9.369737470167065,5.04,3925.92,0.0023923444976076554,9.414676258992806,-0.044575538981945634,14,349,98.80952380952381,368,190,35
16552,2,17,91.80000000000001,10.2,22.337058823529414,17.700000000000003,379.73,0.0,22.337058823529414,0.0,233,130,109.5,180,17,35
17181,2,23,79.2,1.25,10.431304347826087,2.95,239.92000000000002,0.0,10.431304347826087,0.0,48,316,120.5,216,23,35
17951,4,21,177.60000000000002,-17.700000000000003,47.18285714285715,30.599999999999998,990.8400000000001,0.05,52.149473684210534,-0.017863630858665377,30,333,152.5,396,18,35
14729,1,71,19.799999999999997,0.65,4.415352112676056,2.95,313.49,0.0,4.415352112676056,0.0,364,0,197.0,197,69,35
12748,215,4336,850.5,-1829.84,6.457986623616237,3.4799999999999995,28001.83,0.010722610722610723,6.59798067860509,-0.16597593800119492,0,363,109.37209302325581,1816,1718,35
15012,2,128,12.75,0.39,3.305,2.55,423.04,0.0,3.305,0.0,44,319,115.5,145,110,35
12868,6,107,31.6,3.12,15.0192523364486,15.0,1607.0600000000002,0.0,15.0192523364486,0.0,176,187,154.66666666666666,276,72,35
17572,4,12,26.099999999999998,13.049999999999999,18.895833333333336,17.700000000000003,226.75000000000003,0.0,18.895833333333336,0.0,61,302,23.75,32,7,35
14078,6,65,158.75,0.83,16.144153846153845,2.95,1049.37,0.0,16.144153846153845,0.0,92,271,51.666666666666664,73,46,35
14001,4,40,179.0,-12.75,50.758250000000004,28.37,2030.3300000000002,0.02564102564102564,53.429736842105264,-0.006279767328463845,36,327,239.75,538,34,35
12662,11,219,41.6,-17.4,16.402420091324203,15.9,3592.13,0.009216589861751152,16.70758139534884,-0.009103234014359167,14,350,176.72727272727272,297,126,14
15525,2,97,29.849999999999998,0.29,5.270412371134021,3.3,511.23,0.0,5.270412371134021,0.0,8,355,144.0,164,77,35
14237,1,9,33.9,10.2,17.88888888888889,17.0,161.0,0.0,17.88888888888889,0.0,364,0,38.0,38,9,35
17905,4,34,181.25,1.25,23.536470588235293,8.6,800.24,0.0,23.536470588235293,0.0,62,302,101.75,125,33,35
15485,3,86,204.0,1.25,29.941860465116278,26.189999999999998,2575.0,0.0,29.941860465116278,0.0,21,343,435.3333333333333,703,59,35
12433,5,354,203.52,2.88,30.33101694915254,20.03,10737.18,0.0,30.33101694915254,0.0,0,364,1768.8,2299,219,24
16955,5,26,50.849999999999994,-25.0,18.98730769230769,16.425,493.67,0.04,20.569583333333334,-0.05064111653533737,175,188,49.2,94,18,35
15350,1,5,25.200000000000003,14.850000000000001,23.130000000000003,25.200000000000003,115.65,0.0,23.130000000000003,0.0,364,0,51.0,51,5,35
15605,5,67,50.400000000000006,10.08,17.88402985074627,16.5,1198.23,0.0,17.88402985074627,0.0,27,337,88.2,130,61,35
18144,11,42,232.0,7.5,63.25595238095238,39.0,2656.75,0.0,63.25595238095238,0.0,21,342,107.54545454545455,224,27,35
15922,2,12,75.60000000000001,-5.9,30.3,30.0,363.6,0.09090909090909091,36.36,-0.016226622662266228,363,0,68.0,138,11,35
14594,1,31,17.0,2.95,8.225806451612904,7.95,255.0,0.0,8.225806451612904,0.0,364,0,146.0,146,31,35
15165,1,27,26.099999999999998,10.5,18.064814814814813,17.4,487.75,0.0,18.064814814814813,0.0,364,0,160.0,160,27,35
14911,238,5583,1687.17,-1687.17,22.496193802615082,16.95,125596.25,0.041993281075028,24.4683908045977,-0.08957186221722384,0,364,307.71008403361344,4462,1727,10
16456,5,111,104.0,0.19,19.444774774774775,7.95,2158.37,0.0,19.444774774774775,0.0,90,273,229.6,392,80,35
17841,165,7512,349.5,-39.95,5.029881522896699,2.95,37784.47,0.01843817787418655,5.218849447513812,-0.01722374298223582,0,363,129.0909090909091,836,1284,35
12472,13,391,126.0,-25.5,15.932173913043478,15.0,6229.48,0.15339233038348082,21.705505226480835,-0.055001380532564516,21,342,309.2307692307692,972,211,14
17346,15,472,45.760000000000005,-29.849999999999998,5.2425635593220345,3.75,2474.4900000000002,0.006396588486140725,5.310064377682404,-0.026259956597116982,2,361,104.86666666666666,193,289,35
17643,1,8,15.9,10.2,12.69375,11.775,101.55,0.0,12.69375,0.0,364,0,71.0,71,8,35
17873,6,46,129.38,-50.400000000000006,38.35565217391304,34.8,1764.3600000000001,0.045454545454545456,42.00857142857143,-0.05373053118411209,71,293,166.5,315,23,35
13093,13,170,272.0,-19.8,45.53805882352941,32.25,7741.47,0.06918238993710692,52.307229729729734,-0.011754873428431551,258,106,303.3076923076923,1171,95,35
12921,49,739,178.20000000000002,-19.799999999999997,22.22874154262517,17.700000000000003,16427.04,0.02638888888888889,23.433723252496435,-0.009743082137743622,0,364,193.18367346938774,640,232,35
13468,38,287,163.2,-9.95,18.800383275261325,16.5,5395.71,0.01056338028169014,19.201814946619216,-0.00524861417681825,9,355,61.81578947368421,207,175,35
17760,2,25,30.599999999999998,2.25,11.503599999999999,8.5,287.59,0.0,11.503599999999999,0.0,12,351,119.5,165,25,35
16928,19,213,75.0,-29.9,13.05868544600939,8.7,2781.5,0.019138755980861243,13.56829268292683,-0.023764156030918568,71,292,110.21052631578948,236,69,35
16048,3,9,50.400000000000006,-12.75,27.076666666666668,17.4,243.69000000000003,0.125,34.81285714285715,-0.05232057121753046,76,287,47.666666666666664,132,8,35
16274,1,67,29.95,0.85,5.342537313432835,3.75,357.95,0.0,5.342537313432835,0.0,364,0,155.0,155,64,35
14496,2,19,122.04,9.95,28.35842105263158,15.0,538.8100000000001,0.0,28.35842105263158,0.0,302,61,79.5,86,16,35
14696,8,113,51.0,-5.95,15.667522123893805,15.299999999999999,1770.43,0.02727272727272727,16.54607476635514,-0.004507379563156973,62,301,179.375,353,101,35
16539,3,38,67.5,9.899999999999999,27.72657894736842,20.4,1053.61,0.0,27.72657894736842,0.0,210,153,140.33333333333334,301,34,35
17025,3,9,90.0,10.4,39.75222222222222,30.0,357.77,0.0,39.75222222222222,0.0,51,312,78.33333333333333,136,8,35
13777,38,201,1383.1200000000001,-46.5,115.58009950248756,55.199999999999996,23231.6,0.12290502793296089,147.97197452229298,-0.00984908486716369,0,363,301.07894736842104,3154,35,35
17690,16,258,250.0,-8.25,18.40484496124031,15.0,4748.45,0.0078125,18.69468503937008,-0.0020006528446124524,21,342,110.4375,305,186,35
12947,11,103,130.0,-130.0,13.663009708737864,15.0,1407.29,0.061855670103092786,15.464725274725275,-0.13977218625869578,134,229,105.18181818181819,478,83,35
17460,8,37,50.400000000000006,-35.400000000000006,12.233243243243242,17.85,452.63,0.27586206896551724,21.553809523809523,-0.37514084351457044,69,294,22.0,59,18,35
18229,20,164,272.0,8.5,44.37134146341464,31.5,7276.900000000001,0.0,44.37134146341464,0.0,2,361,124.4,252,66,35
14142,1,22,25.200000000000003,5.04,14.173181818181819,15.0,311.81,0.0,14.173181818181819,0.0,364,0,313.0,313,22,35
17069,13,154,63.75,-17.34,17.241688311688314,16.5,2655.2200000000003,0.07692307692307693,20.115303030303032,-0.02051807383192353,19,345,114.0,361,111,35
13065,1,14,23.4,5.04,14.704285714285716,15.325000000000001,205.86,0.0,14.704285714285716,0.0,364,0,74.0,74,14,35
14606,126,2681,139.29999999999998,-55.1,4.236531145095114,2.5,11358.14,0.031550596383224314,4.512570520460866,-0.03898525638881014,0,363,46.08730158730159,177,799,35
16835,2,10,22.5,12.600000000000001,18.085,18.35,180.85,0.0,18.085,0.0,119,244,30.5,42,10,35
15235,12,143,35.400000000000006,5.04,15.716853146853149,15.600000000000001,2247.51,0.0,15.716853146853149,0.0,208,155,110.33333333333333,333,132,35
13576,20,130,244.08,-4.2,51.56384615384616,17.85,6703.3,0.031746031746031744,54.94508196721311,-0.002094490773201259,1,362,132.0,288,78,35
18011,1,28,12.75,0.85,3.671071428571428,3.1,102.78999999999999,0.0,3.671071428571428,0.0,364,0,71.0,71,28,35
13090,17,156,612.0,-144.33,53.42314102564103,17.4,8334.01,0.04,57.87506944444445,-0.026569442561264027,10,353,124.47058823529412,495,96,35
15694,13,72,350.4,-55.800000000000004,77.11,60.6,5551.92,0.014084507042253521,79.31314285714286,-0.010050577097652705,16,347,108.38461538461539,426,40,35
14741,6,59,93.60000000000001,9.959999999999999,23.73457627118644,17.85,1400.34,0.0,23.73457627118644,0.0,2,361,140.16666666666666,296,35,35
13715,8,108,35.400000000000006,-12.9,9.758703703703704,7.574999999999999,1053.94,0.02857142857142857,10.332745098039217,-0.02410004364574833,271,91,69.375,239,89,35
14092,15,200,71.4,-5.9,18.5432,15.9,3708.64,0.015228426395939087,19.116701030927835,-0.003723737003321973,14,349,125.13333333333334,258,112,35
17732,1,18,19.9,10.2,16.887222222222224,17.700000000000003,303.97,0.0,16.887222222222224,0.0,363,0,93.0,93,18,35
12855,1,3,17.700000000000003,10.2,12.700000000000001,10.2,38.1,0.0,12.700000000000001,0.0,363,0,30.0,30,3,35
15752,8,412,50.400000000000006,-8.45,6.380898058252427,4.95,2628.93,0.0024330900243309003,6.412024390243902,-0.0032142354494033693,30,333,246.625,348,236,35
17855,1,17,30.0,5.04,12.292352941176471,10.2,208.97,0.0,12.292352941176471,0.0,363,0,197.0,197,17,35
14047,6,23,183.60000000000002,-9.3,40.82,19.9,938.86,0.09523809523809523,49.41368421052632,-0.019811260464819038,64,299,44.666666666666664,108,17,35
17925,1,1,244.08,244.08,244.08,244.08,244.08,0.0,244.08,0.0,363,0,72.0,72,1,35
13941,7,47,356.40000000000003,-124.95,104.51936170212765,90.0,4912.41,0.044444444444444446,114.2420930232558,-0.04082517542306119,12,350,329.57142857142856,644,24,35
17017,26,255,162.72,-20.0,31.15101960784314,25.200000000000003,7943.51,0.06694560669456066,35.62112107623319,-0.01512555532755671,0,362,238.03846153846155,814,88,35
14135,13,122,237.60000000000002,7.800000000000001,34.81483606557377,19.799999999999997,4247.41,0.0,34.81483606557377,0.0,23,340,282.53846153846155,1098,88,35
13108,1,10,102.0,7.800000000000001,35.006,27.599999999999998,350.06,0.0,35.006,0.0,363,0,298.0,298,10,35
12471,48,493,876.0,-229.95,33.47344827586207,19.799999999999997,16502.41,0.16824644549763032,47.0154131054131,-0.06563465578663964,1,362,147.39583333333334,1075,149,14
15601,17,414,71.4,-12.5,16.293140096618355,15.0,6745.36,0.00975609756097561,16.614187192118226,-0.004625401757652668,2,361,292.8235294117647,740,230,35
13418,23,314,250.0,-179.39999999999998,18.61605095541401,13.6,5845.44,0.03289473684210526,19.882448979591835,-0.04824102206164121,2,360,166.91304347826087,484,223,35
14766,7,116,54.08,-29.9,17.24612068965517,16.5,2000.55,0.017543859649122806,17.86205357142857,-0.02514308565144585,71,291,167.57142857142858,466,94,35
15658,8,56,76.5,-12.75,17.123214285714287,17.0,958.9,0.16666666666666666,23.9725,-0.06799457711961623,181,182,29.0,115,40,35
14388,9,188,62.400000000000006,-10.95,17.018031914893616,16.5,3199.39,0.010752688172043012,17.387989130434782,-0.0042039263734649415,1,362,215.33333333333334,356,124,35
14901,10,98,75.0,-3.75,14.438673469387755,10.0,1414.99,0.020833333333333332,15.053085106382978,-0.004452328285005548,2,361,65.9,134,73,35
18041,22,474,102.0,-15.0,8.778776371308018,4.25,4161.14,0.00423728813559322,8.853489361702128,-0.005347092383337258,2,361,173.1818181818182,366,285,35
15955,16,185,179.0,-16.5,23.728702702702705,19.799999999999997,4389.81,0.01092896174863388,24.253093922651935,-0.006025317724457322,15,348,132.75,380,137,35
15070,1,1,106.2,106.2,106.2,106.2,106.2,0.0,106.2,0.0,363,0,36.0,36,1,35
16244,2,91,31.6,7.800000000000001,16.733516483516482,15.9,1522.75,0.0,16.733516483516482,0.0,202,160,427.5,619,88,35
15111,3,84,39.6,2.88,18.660476190476192,16.6,1567.48,0.0,18.660476190476192,0.0,20,343,236.66666666666666,456,70,35
14390,13,291,146.25,-29.700000000000003,15.781683848797252,10.2,4592.47,0.017482517482517484,16.343309608540928,-0.013141076588415384,1,362,163.46153846153845,451,134,35
16546,3,31,102.0,-403.20000000000005,-3.0945161290322583,20.4,-95.93,0.24,-5.048947368421053,9.205462316272282,281,81,-101.0,393,25,35
15260,8,78,62.5,-30.0,22.830384615384617,19.9,1780.77,0.012987012987012988,23.431184210526315,-0.01684664499065011,91,272,107.625,214,62,35
13305,9,72,63.6,9.36,24.829166666666666,19.799999999999997,1787.7,0.0,24.829166666666666,0.0,12,350,119.55555555555556,224,47,35
14491,2,17,47.7,10.08,20.05470588235294,17.0,340.93,0.0,20.05470588235294,0.0,166,197,69.5,99,17,35
14060,19,194,252.0,-5.04,30.092268041237112,15.21,5837.9,0.0051813471502590676,30.405729166666664,-0.0008633241405299852,13,350,272.7368421052632,646,86,35
15923,1,21,20.8,0.85,6.051428571428572,5.0,127.08,0.0,6.051428571428572,0.0,363,0,122.0,122,21,35
16752,1,9,79.95,10.2,23.055555555555557,17.0,207.5,0.0,23.055555555555557,0.0,363,0,54.0,54,9,35
17287,7,124,60.0,0.39,8.581532258064515,5.1,1064.11,0.0,8.581532258064515,0.0,17,346,79.85714285714286,121,88,35
15363,2,17,39.599999999999994,-7.95,18.708823529411767,17.700000000000003,318.05,0.0625,21.203333333333333,-0.024996069800345858,232,131,71.5,144,16,35
12915,2,22,25.5,9.95,16.529545454545453,16.45,363.65,0.0,16.529545454545453,0.0,139,223,46.5,52,19,35
15544,10,260,33.2,-1.65,13.634846153846153,13.2,3545.06,0.003861003861003861,13.740542635658915,-0.000465436410103073,0,363,310.8,491,122,35
15738,19,176,98.10000000000001,-13.2,27.208920454545456,19.799999999999997,4788.77,0.017341040462427744,28.169235294117648,-0.004938637687756981,9,353,156.1578947368421,260,46,35
16042,7,75,34.68,-17.0,15.298266666666665,16.5,1147.37,0.056338028169014086,17.124925373134328,-0.04349076583839564,12,350,106.42857142857143,267,66,35
17381,29,108,1326.0,-3.18,184.85435185185185,141.12,19964.27,0.009345794392523364,188.34216981132076,-0.00015928456186978037,15,348,871.9310344827586,2910,40,35
15827,20,134,31.6,-30.0,12.249850746268656,14.95,1641.48,0.16521739130434782,17.09875,-0.11855764310256599,64,299,42.1,154,72,35
14180,31,248,165.0,-19.9,18.712782258064518,16.95,4640.77,0.03333333333333333,20.003318965517245,-0.02321812975001993,1,361,22.903225806451612,56,112,35
13117,8,76,35.95,1.92,12.959342105263158,13.9,984.91,0.0,12.959342105263158,0.0,12,350,118.125,242,66,35
16916,2,143,19.799999999999997,0.39,4.029790209790209,2.95,576.26,0.0,4.029790209790209,0.0,14,348,220.0,337,129,35
17964,2,104,29.75,0.42,4.535576923076923,2.5,471.7,0.0,4.535576923076923,0.0,22,340,150.5,195,84,35
14466,7,72,127.5,5.8,31.561111111111114,17.85,2272.4,0.0,31.561111111111114,0.0,20,343,143.71428571428572,232,35,35
17235,2,29,69.36,0.78,18.96758620689655,9.75,550.06,0.0,18.96758620689655,0.0,16,347,112.0,126,24,35
16510,1,13,30.599999999999998,11.9,19.084615384615383,17.0,248.1,0.0,19.084615384615383,0.0,363,0,92.0,92,13,35
17802,4,147,70.8,-8.95,8.515918367346938,4.95,1251.84,0.05,9.412330827067668,-0.02652096114519428,73,290,185.75,345,98,35
15107,8,20,51.0,-51.0,12.383,15.149999999999999,247.66,0.17647058823529413,17.69,-0.2900751029637406,302,61,20.25,50,12,35
17976,1,65,31.75,0.65,5.433692307692308,3.75,353.19,0.0,5.433692307692308,0.0,363,0,106.0,106,56,35
14449,4,258,30.0,0.19,3.5158914728682173,2.55,907.1,0.0,3.5158914728682173,0.0,9,353,189.25,311,201,35
15838,21,169,1790.0,-280.8,197.341775147929,127.49999999999999,33350.76,0.011976047904191617,202.1258181818182,-0.00876501764877322,2,360,428.9047619047619,6016,54,35
16781,2,19,31.8,-14.95,15.507894736842104,15.9,294.65,0.11764705882352941,19.64333333333333,-0.05633802816901408,356,7,55.5,113,17,35
17547,1,2,-2.95,-8.850000000000001,-5.9,-5.9,-11.8,inf,5.9,1.0,363,0,-4.0,-4,0,35
13491,10,86,30.599999999999998,2.2800000000000002,14.137441860465115,15.0,1215.82,0.0,14.137441860465115,0.0,42,320,90.3,203,73,35
16186,13,219,70.80000000000001,-15.0,18.228036529680367,16.5,3991.94,0.0045871559633027525,18.39603686635945,-0.00375757150658577,13,349,231.3846153846154,464,87,35
17685,7,130,174.0,1.26,24.550230769230772,15.36,3191.53,0.0,24.550230769230772,0.0,7,355,279.42857142857144,861,88,35
17581,28,417,195.0,-195.0,23.3847242206235,17.700000000000003,9751.43,0.02962962962962963,24.812798982188294,-0.03168048173447382,24,338,190.89285714285714,822,221,35
15732,2,14,39.0,10.5,21.00857142857143,17.1,294.12,0.0,21.00857142857143,0.0,203,159,107.5,118,13,35
13138,6,63,30.0,9.0,15.276031746031746,15.0,962.39,0.0,15.276031746031746,0.0,13,350,78.83333333333333,125,31,35
15823,2,17,15.0,-180.0,-49.45647058823529,-35.7,-840.76,16.0,56.050666666666665,1.0178410009990961,328,34,-141.5,1,1,35
17567,9,166,139.2,-123.25,21.65397590361446,15.0,3594.56,0.07792207792207792,25.313802816901408,-0.08872295913825337,48,314,236.0,567,107,35
15061,54,395,2978.3999999999996,-61.199999999999996,127.42501265822784,69.6,50332.88,0.01804123711340206,132.1072965879265,-0.006067604317495839,1,361,503.3333333333333,3176,70,35
16203,5,36,25.5,-3.75,16.365277777777777,15.0,589.15,0.02857142857142857,17.32794117647059,-0.006365102265976407,49,313,52.2,104,27,35
15640,16,454,238.79999999999998,-16.95,24.772819383259915,17.700000000000003,11246.86,0.024830699774266364,26.03439814814815,-0.007319376252571828,7,355,373.375,844,234,35
15574,4,168,38.25,0.29,4.180059523809524,2.1,702.25,0.0,4.180059523809524,0.0,168,194,87.25,176,131,35
16770,6,146,39.95,-25.200000000000003,5.102054794520548,2.95,744.9,0.006896551724137931,5.172916666666667,-0.033830044301248495,48,314,75.33333333333333,185,116,35
17838,6,137,125.0,-69.12,16.881021897810218,17.0,2312.7,0.1322314049586777,22.025714285714283,-0.20175552384658627,17,345,236.83333333333334,490,96,35
17228,8,208,49.92,1.6500000000000001,9.16389423076923,7.5,1906.09,0.0,9.16389423076923,0.0,6,356,191.5,261,140,35
14829,6,45,34.8,-30.0,14.325555555555555,15.0,644.65,0.07142857142857142,16.52948717948718,-0.08206003257581633,20,343,69.0,190,39,35
17412,6,56,54.0,6.84,19.136785714285715,17.55,1071.66,0.0,19.136785714285715,0.0,14,348,108.66666666666667,178,44,35
14031,22,249,1416.0,-1416.0,56.7370281124498,35.7,14127.52,0.03319502074688797,60.6331330472103,-0.18773429448339127,12,351,237.45454545454547,806,118,35
14775,3,60,50.400000000000006,6.84,16.865,15.0,1011.9,0.0,16.865,0.0,49,313,391.3333333333333,418,57,35
12971,87,303,220.15,-220.15,35.53914191419142,20.4,10768.36,0.01,36.257104377104376,-0.024112306795092287,1,362,105.13793103448276,618,92,35
15834,6,276,125.0,-125.0,7.553985507246377,4.425,2084.9,0.01098901098901099,7.721851851851852,-0.07139431147776872,61,301,160.16666666666666,408,241,35
17659,13,159,53.1,-30.599999999999998,18.672075471698115,17.0,2968.86,0.006329113924050633,18.909936305732487,-0.010306986520078413,8,354,114.53846153846153,451,127,35
15299,11,12,1003.2,-600.0,315.59083333333336,415.905,3787.09,0.7142857142857143,1893.545,-0.1900984661045816,58,304,267.27272727272725,1824,6,35
15646,4,36,22.5,-22.5,11.809444444444445,12.875,425.14000000000004,0.02857142857142857,12.504117647058825,-0.052923742767088486,148,214,97.0,230,35,35
13958,1,5,-12.75,-30.599999999999998,-20.490000000000002,-17.700000000000003,-102.45,inf,20.490000000000002,1.0,363,0,-23.0,-23,0,35
14443,7,98,35.95,-13.9,14.29469387755102,15.0,1400.88,0.053763440860215055,15.91909090909091,-0.013791331163268802,44,318,133.0,319,83,35
14156,66,1420,2365.2,-1224.0,79.84798591549296,20.8,113384.14,0.014285714285714285,82.16242028985508,-0.035238526305354526,0,362,864.0151515151515,6198,713,10
16995,1,1,-1.25,-1.25,-1.25,-1.25,-1.25,inf,1.25,1.0,363,0,-1.0,-1,0,35
13402,2,39,53.1,2.2800000000000002,15.92897435897436,13.200000000000001,621.23,0.0,15.92897435897436,0.0,118,244,239.5,289,32,35
18168,9,140,39.8,-10.95,8.097428571428573,6.6,1133.64,0.06870229007633588,9.292131147540985,-0.032020747327193816,166,196,65.0,133,95,35
17757,29,699,252.0,-19.8,7.394763948497855,4.95,5168.9400000000005,0.0014326647564469914,7.415982783357246,-0.0038305726125665994,5,358,107.55172413793103,378,264,35
14625,5,57,35.400000000000006,-33.9,14.88561403508772,15.9,848.48,0.07547169811320754,17.31591836734694,-0.06028427305298887,176,186,66.0,255,50,35
13011,1,3,17.85,15.0,16.85,17.700000000000003,50.550000000000004,0.0,16.85,0.0,363,0,13.0,13,3,35
13798,60,422,424.5,-243.35999999999999,81.78715639810427,76.32000000000001,34514.18,0.2710843373493976,142.6205785123967,-0.023249284786716645,2,360,370.2,2420,87,35
15384,3,43,39.6,-4.95,14.785116279069767,14.850000000000001,635.76,0.04878048780487805,16.30153846153846,-0.010459921983138292,160,202,197.66666666666666,348,33,35
