StockCode,total_orders,total_sales,maximum_sales,minimum_sales,mean_sales,median_sales,sales_figure,maximum_figure,minimum_figure,mean_figure,median_figure,cus_count,max_order_cus,mean_order_cus,median_order_cus,max_order_gap,min_order_gap
84991,680,17414,960,-27,25.608823529411765,24.0,8465.02,384.0,-14.850000000000001,12.448558823529412,13.200000000000001,410,15,1.6585365853658536,1.0,12,0
84519A,54,465,48,1,8.61111111111111,3.0,724.1899999999999,122.39999999999999,1.25,13.410925925925925,3.75,40,5,1.35,1.0,48,0
85183B,106,965,48,1,9.10377358490566,5.0,1213.25,60.0,1.25,11.445754716981131,6.25,84,4,1.2619047619047619,1.0,48,0
85071B,105,1212,96,-2,11.542857142857143,4.0,600.36,70.80000000000001,-5.9,5.717714285714286,1.9500000000000002,84,6,1.25,1.0,63,0
21931,775,10882,200,-100,14.041290322580645,10.0,20602.32,348.0,-179.0,26.58363870967742,19.5,327,22,2.3700305810397553,1.0,15,0
21929,603,9483,400,-100,15.72636815920398,10.0,17697.89,660.0,-179.0,29.349734660033167,19.5,306,16,1.9705882352941178,1.0,17,0
22961,865,13857,384,-192,16.01965317919075,12.0,19503.649999999998,480.0,-240.0,22.547572254335257,17.4,531,23,1.6290018832391713,1.0,26,0
22139,807,4038,96,-14,5.003717472118959,3.0,19425.64,408.0,-59.5,24.071425030978933,14.850000000000001,474,15,1.7025316455696202,1.0,14,0
84854,1,5,5,5,5.0,5.0,24.75,24.75,24.75,24.75,24.75,1,1,1.0,1.0,0,0
22411,787,9737,200,-130,12.372299872935196,10.0,18731.54,358.0,-232.70000000000002,23.801194409148668,19.5,367,23,2.1444141689373297,1.0,12,0
82567,140,455,12,1,3.25,2.0,927.9100000000001,25.200000000000003,1.63,6.627928571428572,4.2,81,11,1.728395061728395,1.0,17,0
21672,317,4449,192,-24,14.034700315457414,12.0,5459.29,163.2,-30.0,17.22173501577287,15.0,157,40,2.0191082802547773,1.0,12,0
22774,102,1979,192,-14,19.401960784313726,12.0,2287.46,203.52,-17.5,22.42607843137255,15.0,57,11,1.7894736842105263,1.0,43,0
22771,332,5668,192,-14,17.072289156626507,12.0,6816.92,203.52,-17.5,20.53289156626506,15.0,165,17,2.012121212121212,1.0,12,0
71270,34,206,36,1,6.0588235294117645,2.0,258.71,45.0,1.25,7.609117647058823,2.5,16,8,2.125,1.0,51,0
22262,97,914,60,-4,9.422680412371134,6.0,779.2399999999999,51.0,-3.4,8.03340206185567,5.1,62,13,1.564516129032258,1.0,45,0
22637,289,2564,744,-8,8.8719723183391,4.0,6172.37,1860.0,-20.4,21.357681660899654,10.2,191,9,1.513089005235602,1.0,17,0
21934,140,1257,100,1,8.978571428571428,10.0,2034.05,145.0,1.65,14.52892857142857,16.5,83,23,1.6867469879518073,1.0,18,0
21169,343,4018,240,-12,11.714285714285714,5.0,6342.34,348.0,-20.28,18.49078717201166,8.45,185,13,1.854054054054054,1.0,33,0
21166,588,9242,336,-48,15.717687074829932,6.0,18322.87,809.76,-81.12,31.161343537414965,12.09,276,17,2.130434782608696,1.0,52,0
21175,686,9701,2000,-2000,14.141399416909621,6.0,21686.57,3700.0,-3700.0,31.61307580174927,15.299999999999999,335,20,2.047761194029851,1.0,13,0
37444A,16,49,10,1,3.0625,1.5,31.910000000000004,8.850000000000001,0.39,1.9943750000000002,0.78,9,4,1.7777777777777777,1.0,68,0
37444C,9,21,6,1,2.3333333333333335,1.0,31.23,11.8,0.39,3.47,0.78,5,3,1.8,2.0,40,0
22083,428,4095,120,-36,9.567757009345794,6.0,11412.130000000001,306.0,-106.2,26.663855140186918,17.700000000000003,287,8,1.4912891986062717,1.0,13,0
84971S,113,1597,72,-1,14.132743362831858,10.0,1352.4699999999998,61.199999999999996,-0.85,11.968761061946902,8.5,68,8,1.661764705882353,1.0,19,0
47580,78,314,50,-6,4.0256410256410255,3.0,777.91,105.0,-15.299999999999999,9.973205128205128,7.6499999999999995,54,13,1.4444444444444444,1.0,32,0
22261,79,514,36,-4,6.506329113924051,4.0,440.79999999999995,30.599999999999998,-3.4,5.5797468354430375,3.4,61,5,1.2950819672131149,1.0,91,0
84832,180,2460,192,-12,13.666666666666666,12.0,2049.66,138.24,-10.2,11.386999999999999,10.2,128,8,1.40625,1.0,20,0
22644,171,1468,72,-5,8.584795321637428,4.0,2091.48,90.0,-7.25,12.230877192982456,5.8,131,7,1.3053435114503817,1.0,16,0
21533,321,1257,156,-12,3.9158878504672896,3.0,5979.950000000001,772.2,-51.0,18.6291277258567,14.850000000000001,208,6,1.5432692307692308,1.0,12,0
21557,49,291,120,1,5.938775510204081,2.0,821.8100000000001,306.0,2.95,16.771632653061225,5.9,25,9,1.96,1.0,48,0
15056BL,290,2579,180,-120,8.893103448275863,3.0,14143.16,891.0,-594.0,48.76951724137931,17.85,141,26,2.0567375886524824,1.0,15,0
15056N,381,3701,144,-33,9.713910761154855,3.0,19966.66,712.8000000000001,-196.35,52.40593175853018,17.85,181,30,2.1049723756906076,1.0,12,0
22646,269,3150,250,-8,11.71003717472119,4.0,4299.91,312.5,-11.6,15.984795539033456,5.8,167,11,1.6107784431137724,1.0,16,0
22176,103,487,48,-1,4.728155339805825,6.0,1417.4500000000003,122.39999999999999,-2.95,13.761650485436896,17.700000000000003,62,5,1.6612903225806452,1.0,23,0
22438,53,304,20,1,5.735849056603773,3.0,592.8,39.0,1.95,11.184905660377357,5.85,48,2,1.1041666666666667,1.0,42,0
22778,131,695,48,-24,5.305343511450381,3.0,2520.63,162.72,-81.36,19.24145038167939,11.850000000000001,81,20,1.617283950617284,1.0,32,0
22719,38,453,72,-4,11.921052631578947,2.0,496.90000000000003,76.32000000000001,-4.24,13.076315789473686,2.5,25,8,1.52,1.0,21,0
21523,387,3036,300,-2,7.844961240310077,2.0,18752.62,1374.0,-15.9,48.456382428940564,15.9,198,15,1.9545454545454546,1.0,15,0
D,76,-1193,-1,-720,-15.697368421052632,-1.0,-5667.54,-5.76,-1867.86,-74.5728947368421,-24.66,24,34,3.1666666666666665,1.0,37,0
21912,256,1295,144,1,5.05859375,4.0,4532.74,377.28000000000003,3.75,17.706015625,15.0,191,17,1.3403141361256545,1.0,12,0
21832,115,777,24,1,6.756521739130434,4.0,1291.8899999999999,39.599999999999994,1.65,11.23382608695652,6.6,78,5,1.4743589743589745,1.0,25,0
22379,408,5924,700,-39,14.519607843137255,5.0,11620.28,1295.0,-72.15,28.481078431372552,10.5,186,14,2.193548387096774,1.0,13,0
22381,295,3083,500,-10,10.450847457627118,5.0,6047.2,925.0,-21.0,20.498983050847457,10.5,134,12,2.201492537313433,1.0,15,0
22798,194,1421,120,-8,7.324742268041237,8.0,4048.4700000000003,306.0,-23.6,20.868402061855672,23.6,120,13,1.6166666666666667,1.0,14,0
22926,192,554,36,-4,2.8854166666666665,2.0,3224.3,178.20000000000002,-23.8,16.793229166666666,11.9,140,5,1.3714285714285714,1.0,21,0
22839,147,348,36,-2,2.36734693877551,1.0,4715.36,459.0,-29.9,32.077278911564626,14.95,107,7,1.3738317757009346,1.0,21,0
22838,145,520,96,-96,3.586206896551724,1.0,7006.38,1224.0,-1224.0,48.31986206896552,14.95,115,8,1.2608695652173914,1.0,58,0
22783,32,462,200,1,14.4375,4.0,5922.12,2496.0,19.95,185.06625,31.8,29,3,1.103448275862069,1.0,59,0
35004C,46,357,120,-15,7.760869565217392,3.0,1712.0500000000002,558.0,-69.75,37.21847826086957,16.35,28,8,1.6428571428571428,1.0,24,0
82484,587,5515,600,-12,9.395229982964224,2.0,32080.16,2868.0,-81.0,54.651039182282794,15.9,277,20,2.11913357400722,1.0,13,0
84755,539,15414,360,-20,28.5974025974026,16.0,9462.58,198.00000000000003,-13.0,17.555807050092763,10.4,316,9,1.7056962025316456,1.0,14,0
22464,271,2616,96,-72,9.653136531365314,12.0,4245.24,139.2,-104.39999999999999,15.665092250922509,19.799999999999997,179,9,1.5139664804469273,1.0,15,0
21324,20,69,8,1,3.45,3.0,203.55,23.6,2.95,10.1775,8.850000000000001,20,1,1.0,1.0,41,0
22457,965,7554,144,-12,7.8279792746113985,6.0,21734.22,367.2,-35.400000000000006,22.522507772020727,17.700000000000003,577,15,1.6724436741767765,1.0,12,0
22469,967,16488,1356,-40,17.050672182006206,12.0,27769.89,2617.08,-58.0,28.717569803516028,19.799999999999997,567,13,1.7054673721340388,1.0,29,0
22470,812,9427,1284,-33,11.60960591133005,5.0,28042.570000000003,4121.64,-84.14999999999999,34.53518472906404,14.75,485,11,1.6742268041237114,1.0,31,0
22224,115,658,32,-2,5.721739130434782,6.0,1885.1000000000001,81.6,-5.9,16.39217391304348,15.299999999999999,86,6,1.3372093023255813,1.0,21,0
21340,264,890,40,-9,3.371212121212121,1.0,9735.71,398.0,-89.55,36.87768939393939,12.75,174,12,1.5172413793103448,1.0,17,0
22189,449,7789,1008,-4,17.347438752783965,4.0,21305.370000000003,2328.48,-15.8,47.45071269487751,15.8,271,20,1.6568265682656826,1.0,17,0
22427,459,1954,96,-12,4.257080610021786,3.0,11206.980000000001,523.2,-65.4,24.41607843137255,17.85,311,13,1.4758842443729903,1.0,35,0
22428,93,217,12,-2,2.3333333333333335,1.0,1500.93,76.19999999999999,-13.9,16.139032258064518,6.95,74,8,1.2567567567567568,1.0,25,0
22424,330,672,40,-8,2.036363636363636,1.0,7998.44,326.0,-87.6,24.23769696969697,12.75,183,23,1.8032786885245902,1.0,16,0
22663,312,3024,200,-10,9.692307692307692,10.0,5858.0,330.0,-19.5,18.775641025641026,19.5,168,14,1.8571428571428572,1.0,17,0
85049A,261,2771,288,-12,10.616858237547893,6.0,3426.91,305.28000000000003,-15.0,13.129923371647509,8.75,196,9,1.3316326530612246,1.0,31,0
22168,85,127,12,-2,1.4941176470588236,2.0,1060.8,91.80000000000001,-17.0,12.479999999999999,17.0,71,4,1.1971830985915493,1.0,20,0
22662,610,6464,200,-8,10.59672131147541,10.0,10224.56,290.0,-13.2,16.761573770491804,16.5,310,17,1.967741935483871,1.0,19,0
84880,69,292,36,-8,4.231884057971015,2.0,1826.0500000000002,178.20000000000002,-47.6,26.46449275362319,15.0,50,4,1.38,1.0,30,0
85099B,1616,44026,1200,-300,27.24381188118812,10.0,81247.56,1980.0,-522.0,50.27695544554455,20.8,626,26,2.5814696485623,1.0,12,0
79321,510,9151,480,-72,17.94313725490196,4.0,43826.14,2232.0,-306.0,85.93360784313725,23.0,202,64,2.5247524752475248,1.0,23,0
22780,134,1300,200,-4,9.701492537313433,4.0,4848.84,674.0,-17.0,36.18537313432836,17.0,80,8,1.675,1.0,19,0
22779,152,1491,200,-12,9.80921052631579,4.0,5594.35,674.0,-51.0,36.80493421052632,17.0,85,10,1.7882352941176471,1.0,19,0
22466,144,2851,432,-1,19.79861111111111,12.0,4919.849999999999,626.4,-1.95,34.165625,23.4,108,4,1.3333333333333333,1.0,24,0
21363,101,195,15,-6,1.9306930693069306,1.0,965.25,74.25,-29.700000000000003,9.556930693069306,4.95,68,7,1.4852941176470589,1.0,18,0
21411,153,421,16,-6,2.7516339869281046,3.0,1784.37,60.0,-25.5,11.662549019607843,12.75,126,9,1.2142857142857142,1.0,16,0
22318,90,387,12,-6,4.3,6.0,1134.45,35.400000000000006,-17.700000000000003,12.605,16.5,66,5,1.3636363636363635,1.0,33,0
22915,122,2382,240,-36,19.524590163934427,12.0,971.64,100.8,-15.12,7.9642622950819675,5.04,100,5,1.22,1.0,19,0
22922,89,1176,120,-120,13.213483146067416,12.0,997.4999999999999,86.39999999999999,-86.39999999999999,11.207865168539325,10.2,71,4,1.2535211267605635,1.0,29,0
22969,517,11773,1428,-86,22.771760154738878,12.0,17076.25,2427.6,-107.5,33.02949709864603,17.4,425,11,1.2164705882352942,1.0,13,0
22923,77,937,120,-120,12.168831168831169,12.0,780.8499999999999,86.39999999999999,-86.39999999999999,10.140909090909089,10.2,62,3,1.2419354838709677,1.0,22,0
21115,105,365,120,1,3.4761904761904763,2.0,2272.11,642.0,6.75,21.639142857142858,13.5,81,6,1.2962962962962963,1.0,22,0
22242,30,597,192,-24,19.9,12.0,908.2499999999999,278.4,-39.599999999999994,30.274999999999995,19.799999999999997,23,4,1.3043478260869565,1.0,17,0
22941,255,1363,384,-12,5.345098039215686,2.0,10418.550000000001,2496.0,-102.0,40.857058823529414,17.0,205,5,1.2439024390243902,1.0,98,0
21622,98,342,24,-6,3.489795918367347,4.0,1676.1000000000001,102.0,-29.700000000000003,17.103061224489796,19.8,77,4,1.2727272727272727,1.0,23,0
35004G,18,99,48,-2,5.5,2.0,395.65,93.6,-3.9,21.980555555555554,12.7,14,3,1.2857142857142858,1.0,62,0
85014B,303,1780,144,-1,5.874587458745874,3.0,9876.730000000001,712.8000000000001,-5.95,32.59646864686469,17.85,211,8,1.4360189573459716,1.0,13,0
85014A,255,1123,96,-6,4.403921568627451,3.0,6301.93,475.20000000000005,-35.7,24.713450980392157,17.85,183,8,1.3934426229508197,1.0,20,0
22193,418,1274,108,-12,3.047846889952153,2.0,10434.710000000001,826.2,-91.80000000000001,24.96342105263158,17.0,204,15,2.049019607843137,1.0,15,0
22192,334,855,36,-12,2.559880239520958,2.0,7097.13,275.40000000000003,-91.80000000000001,21.248892215568862,17.0,179,14,1.8659217877094971,1.0,18,0
22191,408,1056,348,-318,2.588235294117647,2.0,8712.5,2662.2000000000003,-2432.7000000000003,21.354166666666668,17.0,240,16,1.7,1.0,20,0
22195,213,1630,80,-1,7.652582159624413,3.0,2718.18,116.0,-1.65,12.761408450704225,4.949999999999999,142,11,1.5,1.0,18,0
22196,245,2213,160,-12,9.03265306122449,6.0,1859.4699999999998,115.19999999999999,-10.2,7.589673469387754,5.1,142,20,1.7253521126760563,1.0,12,0
22962,265,3558,384,-17,13.426415094339623,12.0,2848.15,276.48,-14.45,10.747735849056603,10.2,179,7,1.4804469273743017,1.0,15,0
22963,220,2938,240,-51,13.354545454545455,12.0,2345.85,172.79999999999998,-36.72,10.662954545454545,10.2,164,4,1.3414634146341464,1.0,15,0
22968,155,709,100,-6,4.574193548387097,2.0,6386.099999999999,850.0,-51.0,41.20064516129032,19.9,118,6,1.3135593220338984,1.0,29,0
84970S,410,8111,288,-12,19.78292682926829,12.0,6476.33,184.32,-10.2,15.795926829268293,10.2,268,9,1.5298507462686568,1.0,12,0
22910,650,8343,320,-200,12.835384615384616,6.0,22709.25,816.0,-509.99999999999994,34.93730769230769,17.700000000000003,445,9,1.4606741573033708,1.0,43,0
20668,174,11268,864,1,64.75862068965517,24.0,1252.32,86.4,0.12,7.197241379310344,2.88,104,38,1.6730769230769231,1.0,29,0
22197,1062,43369,4300,-200,40.83709981167608,12.0,32881.62,3096.0,-144.0,30.961977401129946,10.2,398,33,2.6683417085427137,2.0,12,0
22198,68,830,100,-10,12.205882352941176,5.5,1301.1,145.0,-16.5,19.133823529411764,9.075,44,5,1.5454545454545454,1.0,69,0
21080,739,12070,192,-12,16.332882273342353,12.0,9462.72,138.24,-10.2,12.804763193504735,10.2,422,18,1.7511848341232228,1.0,13,0
21086,293,6553,216,1,22.36518771331058,12.0,3986.09,114.48,0.65,13.604402730375426,7.800000000000001,166,11,1.7650602409638554,1.0,14,0
21786,93,1655,144,-22,17.795698924731184,6.0,597.57,46.08,-9.24,6.425483870967742,2.52,56,8,1.6607142857142858,1.0,28,0
22654,227,1003,80,-6,4.418502202643172,3.0,5644.6900000000005,396.0,-35.7,24.866475770925113,17.85,156,14,1.455128205128205,1.0,17,0
21485,517,3157,496,-6,6.1063829787234045,3.0,15001.59,2529.6,-29.700000000000003,29.01661508704062,14.850000000000001,362,9,1.4281767955801106,1.0,22,0
84030E,276,1341,48,-2,4.858695652173913,2.5,5443.41,180.0,-8.5,19.7225,10.625,190,5,1.4526315789473685,1.0,41,0
22174,174,2644,408,1,15.195402298850574,6.0,3930.4399999999996,510.0,1.65,22.588735632183905,9.899999999999999,102,14,1.7058823529411764,1.0,17,0
22556,513,5660,192,-12,11.033138401559453,12.0,9113.519999999999,278.4,-19.799999999999997,17.765146198830408,19.799999999999997,297,12,1.7272727272727273,1.0,12,0
21984,159,3252,432,-24,20.452830188679247,12.0,984.1199999999999,108.0,-6.959999999999999,6.18943396226415,4.68,122,9,1.3032786885245902,1.0,20,0
21983,121,2150,144,-24,17.768595041322314,12.0,686.2199999999999,56.160000000000004,-6.959999999999999,5.671239669421487,4.68,96,7,1.2604166666666667,1.0,27,0
21980,249,6341,432,-72,25.46586345381526,24.0,1941.9299999999998,138.24,-20.88,7.798915662650602,6.959999999999999,192,6,1.296875,1.0,20,0
21484,277,1422,36,-36,5.133574007220217,4.0,5298.31,135.0,-106.2,19.127472924187728,13.8,200,6,1.385,1.0,42,0
22557,481,4396,192,-12,9.13929313929314,4.0,7049.719999999999,278.4,-19.799999999999997,14.656382536382536,6.6,310,9,1.5516129032258064,1.0,14,0
